,SiOs postliste 14-20. mai 2012,,
Endret dato,Dok # Dokumentnavn,Applikasjon,Forfatternavn
18.05.2012,23916 Statsbygg. NIH ønsker grensejustering på Kringsjå,MS WORD,Mattis Schrøder
18.05.2012,23935 oppfølging rettsforlik,MS WORD,Trude Kolle Martini
18.05.2012,23920 Epost til Statsbygg vedr. NIH s søknad om grensejustering m,MS OUTLOOK,Mattis Schrøder
,ellom Gnr 51/14 og 51/58,,
15.05.2012,23851 207 Domus Athletica ENØK - Tilsagn om støtte,ACROBAT,Tom Tørnquist
15.05.2012,"23876 Tilbudsforespørsel, markedsanalyse",MS OUTLOOK,Hilde Haugen
15.05.2012,"23877 Tilbudsforespørsel, Mark Up",MS OUTLOOK,Hilde Haugen
15.05.2012,"23878 Tilbudsforespørsel, B2S",MS OUTLOOK,Hilde Haugen
15.05.2012,"23879 Tilbudsforespørsel, CPM",MS OUTLOOK,Hilde Haugen
15.05.2012,"23880 Tilbudsforespørsel, TNS Gallup",MS OUTLOOK,Hilde Haugen
15.05.2012,"23881 Tilbudsforespørsel, OMG",MS OUTLOOK,Hilde Haugen
15.05.2012,"23882 Tilbudsforespørsel, Advicia",MS OUTLOOK,Hilde Haugen
15.05.2012,23853 Rest gravhaug RES 28a Sogn,MS OUTLOOK,Espen Schram
